gene,LTR,RC/Helitron,DNA/TcMar-Stowaway,DNA,LTR/ERVK,DNA/hAT,SINE,DNA/TcMar-Pogo,DNA/hAT-Tip100,LTR/Gypsy,DNA/hAT-Tag1,DNA/hAT-Ac,DNA/Harbinger,LTR/Copia,LINE/L1,DNA/En-Spm,DNA/MuDR,RC/Helitron,LTR/Copia,DNA/MuDR
Model_19_51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_19_258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_190_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_192_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_193_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_196_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_196_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_196_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_198_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_199_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model_2_77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
